TIME,TIMECORR,CADENCENO,SAP_FLUX,SAP_FLUX_ERR,SAP_BKG,SAP_BKG_ERR,PDCSAP_FLUX,PDCSAP_FLUX_ERR,QUALITY,PSF_CENTR1,PSF_CENTR1_ERR,PSF_CENTR2,PSF_CENTR2_ERR,MOM_CENTR1,MOM_CENTR1_ERR,MOM_CENTR2,MOM_CENTR2_ERR,POS_CORR1,POS_CORR2,BJD_TDB,Source_AMag_T1
3395.4896363608036,0.003172118915244937,1560983,15108.275390625,14.432851791381836,1425.6005859375,4.273941993713379,16391.416015625,15.720653533935547,0,nan,nan,nan,nan,1439.8826432224928,0.0007974492618814111,897.2947452334283,0.0007736883708275855,-0.008533082902431488,0.008725536987185478,2460395.4896363607,9.551962852478027
3395.4910252785953,0.003172148484736681,1560984,15215.990234375,14.473607063293457,1429.1845703125,4.273137092590332,16505.302734375,15.765045166015625,0,nan,nan,nan,nan,1439.8803679976609,0.0007915437454357743,897.2982373844916,0.0007705480675213039,-0.009022888727486134,0.013626261614263058,2460395.491025279,9.544249534606934
3395.492414196388,0.003172178054228425,1560985,15290.2578125,14.504230499267578,1428.692138671875,4.271486282348633,16592.728515625,15.79840087890625,0,nan,nan,nan,nan,1439.8777194415516,0.0007903302903287113,897.3006810704422,0.0007688359473831952,-0.012183804996311665,0.015852225944399834,2460395.4924141965,9.538963317871094
3395.4938031144125,0.0031722078565508127,1560986,15391.1669921875,14.541855812072754,1428.7568359375,4.270499229431152,16695.921875,15.839383125305176,0,nan,nan,nan,nan,1439.8809527254796,0.0007882380159571767,897.3020367480481,0.0007652012282051146,-0.00863803643733263,0.01582159288227558,2460395.4938031146,9.531821250915527
3395.495192032204,0.0031722374260425568,1560987,15457.9833984375,14.569039344787598,1431.67236328125,4.275564670562744,16770.701171875,15.868992805480957,0,nan,nan,nan,nan,1439.8815659929853,0.0007847513188607991,897.3036997692876,0.0007634752546437085,-0.009317607618868351,0.018714921548962593,2460395.4951920323,9.527118682861328
3395.496580949996,0.003172266995534301,1560988,15563.8525390625,14.611351013183594,1433.802978515625,4.275416374206543,16891.0546875,15.915080070495605,0,nan,nan,nan,nan,1439.8822067456265,0.0007822025800123811,897.3043064679881,0.0007613931084051728,-0.008468883112072945,0.018802858889102936,2460395.49658095,9.519706726074219
3395.4979698677867,0.003172296565026045,1560989,15610.6650390625,14.63036060333252,1433.195068359375,4.2735371589660645,16938.462890625,15.935786247253418,0,nan,nan,nan,nan,1439.882700594115,0.0007810043171048164,897.3022035056243,0.0007601895486004651,-0.007381737232208252,0.018177790567278862,2460395.4979698677,9.516447067260742
3395.4993587855793,0.003172326134517789,1560990,15666.5078125,14.653552055358887,1433.6195068359375,4.279898166656494,17002.205078125,15.96104621887207,0,nan,nan,nan,nan,1439.88174557497,0.0007795965066179633,897.2999578499663,0.0007593145710416138,-0.008411290124058723,0.014357252977788448,2460395.499358786,9.512569427490234
3395.500747703604,0.0031723559368401766,1560991,15727.9365234375,14.669854164123535,1429.97021484375,4.274525165557861,17072.36328125,15.978802680969238,0,nan,nan,nan,nan,1439.8828099107366,0.0007775475969538093,897.2977728576401,0.0007553907344117761,-0.006671819370239973,0.01093431655317545,2460395.5007477035,9.508319854736328
3395.5021366213955,0.0031723855063319206,1560992,15821.6103515625,14.703679084777832,1425.4410400390625,4.268035411834717,17169.62109375,16.01564598083496,0,nan,nan,nan,nan,1439.8793102181312,0.0007737717241980135,897.3037063990026,0.0007539561484009027,-0.010483388788998127,0.017917253077030182,2460395.5021366216,9.501873016357422
3395.503525539187,0.0031724150758236647,1560993,15892.4404296875,14.737115859985352,1430.5137939453125,4.285715103149414,17248.47265625,16.052066802978516,0,nan,nan,nan,nan,1439.8818748658496,0.0007713011582382023,897.3081324556553,0.0007516964105889201,-0.008856919594109058,0.02207987941801548,2460395.5035255393,9.497023582458496
3395.504914456745,0.003172444412484765,1560994,15968.033203125,14.760614395141602,1432.249267578125,4.274155616760254,17332.63671875,16.077661514282227,0,nan,nan,nan,nan,1439.8837485352433,0.000769146136008203,897.2996176594713,0.0007492583827115595,-0.00769934942945838,0.014154414646327496,2460395.5049144565,9.49187183380127
3395.5063033745373,0.003172473981976509,1560995,16002.9775390625,14.774615287780762,1431.5653076171875,4.277035236358643,17366.94140625,16.092912673950195,0,nan,nan,nan,nan,1439.8825186515287,0.0007681451388634741,897.2984557582014,0.0007466503302566707,-0.007269883994013071,0.010879185050725937,2460395.5063033747,9.489498138427734
